source_file,260630_0020.wav
sample_rate_hz,48000
fft_size,8192
hop_size,4096
analyzed_frames,11
min_frequency_hz,20.000000
max_frequency_hz,
global_dominant_frequency_hz,46.875000
global_dominant_magnitude,31.119143389855

frequency_hz,mean_magnitude
0.000000,81.712085859183
5.859375,76.285658541011
11.718750,48.406628483479
17.578125,35.744180934255
23.437500,28.053286717695
29.296875,27.809689430693
35.156250,29.242930834961
41.015625,28.763453985519
46.875000,31.119143389855
52.734375,20.977086359858
58.593750,17.067896667802
64.453125,14.243707478826
70.312500,11.573725560098
76.171875,15.739405806649
82.031250,24.857853823757
87.890625,14.900373672181
93.750000,9.981518934580
99.609375,9.682225139795
105.468750,8.242514170015
111.328125,7.012113278557
117.187500,6.786800215847
123.046875,5.357778974268
128.906250,3.728524742017
134.765625,7.437902718873
140.625000,7.524544220626
146.484375,5.788117958391
152.343750,6.129760927518
158.203125,6.197919616401
164.062500,6.211241483714
169.921875,5.314127136431
175.781250,4.202143338459
181.640625,3.153104690660
187.500000,3.073548596832
193.359375,2.949705419947
199.218750,2.808564004503
205.078125,2.317326410950
210.937500,1.727399415635
216.796875,2.165671145489
222.656250,2.439658747649
228.515625,1.641654035131
234.375000,1.263167674785
240.234375,1.239767316596
246.093750,1.556452485658
251.953125,1.181503040685
257.812500,1.148169854641
263.671875,1.142897804430
269.531250,1.119405113902
275.390625,0.968485962083
281.250000,0.951578594506
287.109375,1.166523294084
292.968750,1.070368625565
298.828125,1.184671699476
304.687500,1.432948575343
310.546875,1.187127991633
316.406250,0.739079838712
322.265625,0.780762354924
328.125000,1.058954673551
333.984375,1.452023916328
339.843750,1.353651245327
345.703125,1.067823165613
351.562500,0.940035822984
357.421875,1.020902690984
363.281250,1.436571994277
369.140625,1.175660931902
375.000000,0.839041059865
380.859375,1.067126762065
386.718750,1.380467291928
392.578125,1.268335835638
398.437500,0.879360430476
404.296875,0.779381350052
410.156250,1.607057476493
416.015625,2.853841224964
421.875000,2.028635370456
427.734375,0.829370107908
433.593750,0.999126602829
439.453125,0.868949571825
445.312500,1.023847163967
451.171875,0.987582214794
457.031250,0.757969862196
462.890625,0.701047559082
468.750000,0.600226565626
474.609375,0.607741116116
480.468750,0.675092833926
486.328125,0.782721722604
492.187500,0.514351198804
498.046875,0.586763952402
503.906250,0.647741258523
509.765625,0.645833294429
515.625000,0.835142871178
521.484375,0.781414562983
527.343750,0.503166775630
533.203125,0.691943438938
539.062500,0.719168490910
544.921875,0.632498181348
550.781250,0.619311844185
556.640625,0.716210230899
562.500000,0.509596256898
568.359375,0.448286229977
574.218750,0.490204237718
580.078125,0.635684411998
585.937500,0.614702852680
591.796875,1.024401662657
597.656250,1.059183599727
603.515625,0.603496251614
609.375000,0.566658815547
615.234375,0.632455879950
621.093750,0.598443026621
626.953125,0.470251438062
632.812500,0.665020641563
638.671875,0.596579888342
644.531250,0.613722847369
650.390625,0.651918307664
656.250000,0.601431722422
662.109375,0.582772817509
667.968750,1.122637608884
673.828125,1.055571960245
679.687500,0.658201388505
685.546875,0.620768129736
691.406250,0.467593407426
697.265625,0.597570148223
703.125000,0.652414505662
708.984375,0.847139340444
714.843750,0.855794259493
720.703125,0.623910077040
726.562500,0.492651154681
732.421875,0.673103206925
738.281250,0.681522435052
744.140625,0.664910470218
750.000000,1.081818161192
755.859375,1.816457646436
761.718750,1.888660686172
767.578125,1.316508999226
773.437500,0.728175337454
779.296875,0.614624010019
