time_seconds,dominant_frequency_hz,dominant_magnitude
0.085333,29.296875,14.621577323678
0.170667,23.437500,19.172538112718
0.256000,35.156250,28.633995197926
0.341333,35.156250,21.222901408396
0.426667,23.437500,26.853815096569
0.512000,23.437500,12.723748161910
0.597333,23.437500,16.600229464451
0.682667,46.875000,22.274825638129
0.768000,23.437500,19.054318099081
0.853333,46.875000,17.604455252230
0.938667,46.875000,17.520955655473
1.024000,23.437500,23.819772425014
1.109333,23.437500,28.931271529071
1.194667,46.875000,23.709649824726
1.280000,23.437500,36.089080696577
1.365333,23.437500,18.482891785952
1.450667,23.437500,21.675068210034
1.536000,23.437500,20.595493989372
1.621333,52.734375,14.531700695363
1.706667,3837.890625,16.577212854970
1.792000,23.437500,14.419069660595
1.877333,23.437500,22.407921580119
1.962667,46.875000,22.849960999640
2.048000,46.875000,32.677552692300
2.133333,46.875000,25.885726914613
2.218667,23.437500,32.350561231861
2.304000,46.875000,28.896770531208
2.389333,46.875000,27.162666238672
2.474667,23.437500,28.977251094075
2.560000,46.875000,29.135489357207
2.645333,134.765625,22.766742887681
2.730667,23.437500,36.966753220839
2.816000,29.296875,25.522936506671
2.901333,23.437500,29.213002713880
2.986667,23.437500,34.760059183286
3.072000,46.875000,19.410307559671
3.157333,23.437500,26.799774907176
3.242667,35.156250,15.914444792875
3.328000,23.437500,24.630557266466
3.413333,23.437500,31.999696435552
3.498667,23.437500,29.186738322687
3.584000,23.437500,17.473349142113
3.669333,29.296875,27.208123820238
3.754667,23.437500,22.217578131398
3.840000,23.437500,21.243419325140
3.925333,46.875000,27.843260800549
4.010667,23.437500,23.917449773451
4.096000,140.625000,15.291850917297
4.181333,23.437500,26.970396833016
4.266667,140.625000,14.620203966172
4.352000,23.437500,22.335822848497
4.437333,23.437500,21.448651078185
4.522667,23.437500,10.732094174855
4.608000,29.296875,15.742866549434
4.693333,23.437500,43.712363025174
4.778667,23.437500,45.350591308151
4.864000,23.437500,24.869623246272
4.949333,29.296875,24.479044929711
5.034667,35.156250,24.995294675618
5.120000,23.437500,24.789571629664
5.205333,41.015625,21.231940553042
5.290667,23.437500,33.949863945822
5.376000,23.437500,20.429900715658
5.461333,23.437500,21.661385220395
5.546667,23.437500,31.956417361323
5.632000,23.437500,14.087035402681
5.717333,29.296875,20.809851105090
5.802667,35.156250,18.667534533918
5.888000,35.156250,15.756466086506
5.973333,35.156250,19.680599599256
6.058667,23.437500,21.197684759184
6.144000,35.156250,17.003047583230
6.229333,23.437500,25.775775158870
6.314667,23.437500,26.839047570304
6.400000,29.296875,13.516673699583
6.485333,23.437500,15.974090112513
6.570667,23.437500,26.127692019637
6.656000,23.437500,28.274449488912
6.741333,140.625000,14.270885707913
6.826667,134.765625,20.117386183801
6.912000,23.437500,37.933603761769
6.997333,23.437500,34.463665748874
7.082667,46.875000,22.394630597217
7.168000,23.437500,18.348490783437
7.253333,23.437500,17.602646580694
7.338667,35.156250,21.578492693664
7.424000,35.156250,28.272893810618
7.509333,140.625000,17.338745411533
7.594667,23.437500,12.397995481888
7.680000,35.156250,16.824262853570
7.765333,35.156250,26.142686877732
7.850667,23.437500,21.148435443367
7.936000,23.437500,31.183671656467
8.021333,140.625000,17.188710961426
8.106667,140.625000,19.923523700056
8.192000,140.625000,18.227717838241
8.277333,23.437500,43.227734807983
8.362667,29.296875,28.989743648566
8.448000,29.296875,27.067595480640
8.533333,23.437500,34.974608683954
8.618667,23.437500,23.779676342346
8.704000,23.437500,20.988525619070
8.789333,35.156250,18.810950809256
8.874667,23.437500,31.342994554126
8.960000,23.437500,36.109627334574
9.045333,35.156250,17.384830936568
9.130667,140.625000,15.805345743171
9.216000,23.437500,21.700875758573
9.301333,140.625000,15.333219611569
9.386667,35.156250,19.999203426116
9.472000,29.296875,24.154867538286
9.557333,140.625000,15.215756050566
9.642667,23.437500,22.818049186439
9.728000,134.765625,17.220032061921
9.813333,23.437500,14.546863224043
9.898667,23.437500,21.521940423977
9.984000,29.296875,16.453659503453
10.069333,23.437500,18.827074126291
10.154667,23.437500,26.045453382301
10.240000,23.437500,21.400582697406
10.325333,29.296875,21.816305955919
10.410667,29.296875,12.620178277537
10.496000,29.296875,27.265641750035
10.581333,23.437500,36.064361135173
10.666667,23.437500,21.570166949776
10.752000,23.437500,37.017020182814
10.837333,134.765625,17.573223322806
10.922667,29.296875,18.733942143487
11.008000,23.437500,27.595626828981
11.093333,23.437500,29.745096195269
11.178667,23.437500,32.962283355066
11.264000,23.437500,15.536691813075
11.349333,29.296875,11.431053945436
11.434667,23.437500,16.087587680327
11.520000,23.437500,21.316351837286
11.605333,23.437500,24.047201164896
11.690667,29.296875,16.267240427264
11.776000,64.453125,12.159203208641
11.861333,41.015625,13.411901585363
11.946667,23.437500,24.815596759381
12.032000,23.437500,15.638107366573
12.117333,23.437500,22.859323644024
12.202667,23.437500,29.144785713818
12.288000,29.296875,17.410929660499
12.373333,52.734375,24.369778620594
12.458667,23.437500,33.706115187096
12.544000,23.437500,30.395200280700
12.629333,23.437500,31.187580515084
12.714667,23.437500,14.330084122985
12.800000,23.437500,27.306468540170
12.885333,23.437500,19.748778477862
12.970667,23.437500,18.483885351358
13.056000,35.156250,18.730224075363
13.141333,23.437500,21.159713262132
13.226667,23.437500,15.061607739283
13.312000,35.156250,20.231714410945
13.397333,23.437500,15.845701516440
13.482667,23.437500,42.444238483479
13.568000,23.437500,19.758993492053
13.653333,140.625000,17.119359717202
13.738667,134.765625,18.438117367433
13.824000,35.156250,21.355807347509
13.909333,134.765625,21.048772969194
13.994667,134.765625,29.158195388294
14.080000,23.437500,22.079520030442
14.165333,140.625000,18.023037612934
14.250667,23.437500,17.842737382141
14.336000,23.437500,37.854720921954
14.421333,41.015625,15.432500091799
14.506667,35.156250,23.713807782029
14.592000,41.015625,20.854694768505
14.677333,99.609375,21.182845787898
14.762667,23.437500,33.410711441110
14.848000,23.437500,24.286157061285
14.933333,29.296875,23.256334720774
15.018667,140.625000,19.504045755145
15.104000,29.296875,15.783913811765
15.189333,64.453125,21.047301505113
15.274667,23.437500,19.086685116746
15.360000,23.437500,32.154365410742
15.445333,140.625000,18.108424965169
15.530667,23.437500,16.620617722258
15.616000,29.296875,15.031538757465
15.701333,23.437500,19.645359876510
15.786667,23.437500,19.480705570316
15.872000,23.437500,14.049665645474
15.957333,23.437500,16.005622371786
16.042667,23.437500,29.819216242254
16.128000,140.625000,24.342488498304
16.213333,140.625000,21.844495024911
16.298667,23.437500,32.330446841039
16.384000,134.765625,23.461699814776
16.469333,140.625000,14.496804660944
16.554667,23.437500,20.667996180077
16.640000,23.437500,21.512633053054
16.725333,140.625000,24.034085428183
16.810667,140.625000,19.823193031263
16.896000,29.296875,16.695048043584
16.981333,29.296875,13.986429931111
17.066667,35.156250,13.879179882895
17.152000,23.437500,25.315272795755
17.237333,23.437500,29.067957440437
17.322667,23.437500,19.023952023173
17.408000,29.296875,16.625266798230
17.493333,140.625000,14.907834477320
17.578667,23.437500,25.816584803351
17.664000,23.437500,23.888431927343
17.749333,140.625000,19.769929414349
17.834667,140.625000,23.207190018776
17.920000,134.765625,22.850433997867
18.005333,23.437500,24.747469206349
18.090667,23.437500,28.158392940571
18.176000,23.437500,22.433717173157
18.261333,23.437500,20.427981191161
18.346667,35.156250,21.135869554006
18.432000,23.437500,27.242238659193
18.517333,23.437500,23.090839856305
18.602667,140.625000,17.902781811542
18.688000,23.437500,17.646507895585
18.773333,140.625000,13.073587723174
18.858667,140.625000,15.868204197143
18.944000,140.625000,14.260027008836
19.029333,140.625000,18.764740024822
19.114667,23.437500,21.183132437076
19.200000,23.437500,18.862712361610
19.285333,29.296875,15.154653194109
19.370667,46.875000,18.894538925010
19.456000,23.437500,33.495629477949
19.541333,134.765625,19.396481859491
19.626667,23.437500,25.606975757246
19.712000,23.437500,18.744380866753
19.797333,23.437500,27.824532425105
19.882667,23.437500,24.042503813063
19.968000,35.156250,22.088180064511
20.053333,23.437500,33.830376397052
20.138667,23.437500,24.269141142335
20.224000,35.156250,26.670725868971
20.309333,140.625000,21.636874151428
20.394667,140.625000,23.044054227995
20.480000,23.437500,23.792845808378
20.565333,23.437500,18.143440913036
20.650667,23.437500,19.717773151217
20.736000,140.625000,18.875031573700
20.821333,140.625000,16.194909994744
20.906667,140.625000,14.751272872094
20.992000,140.625000,14.953219219098
21.077333,140.625000,14.287705519017
21.162667,140.625000,11.886863292907
21.248000,23.437500,23.378328868546
21.333333,41.015625,16.647522885835
21.418667,23.437500,19.117814298090
21.504000,29.296875,19.111585161533
21.589333,23.437500,39.918423114922
21.674667,140.625000,21.014462258670
21.760000,140.625000,17.309577853097
21.845333,140.625000,12.706138247088
21.930667,23.437500,17.506731441458
22.016000,35.156250,12.136706196828
22.101333,140.625000,15.576381735277
22.186667,23.437500,14.957020190616
22.272000,23.437500,30.090681407254
22.357333,46.875000,16.798332106417
22.442667,140.625000,13.382252493834
22.528000,29.296875,18.406337736295
22.613333,52.734375,10.432881449996
22.698667,35.156250,13.562620309389
22.784000,29.296875,10.895099572034
22.869333,41.015625,26.704122899154
22.954667,35.156250,25.949778626899
23.040000,23.437500,28.517757089639
23.125333,23.437500,14.583449025876
23.210667,23.437500,23.328112298198
23.296000,23.437500,22.269004848291
23.381333,23.437500,17.722164486629
23.466667,23.437500,17.775284432793
23.552000,23.437500,15.768638520441
23.637333,23.437500,33.344845883329
23.722667,23.437500,14.996233601432
23.808000,35.156250,14.460451830389
23.893333,29.296875,25.766770344073
23.978667,58.593750,16.745294430429
24.064000,23.437500,20.349553288948
24.149333,35.156250,20.060317139655
